# Species	Genes	Alg.-Conn.	Ht-clean.faa	Pb-clean.faa	Pc-clean.faa	Pf-clean.faa	Pk-clean.faa	Pv-clean.faa	Py-clean.faa	Tg-clean.faa
6	6	1	2167_g_Ht	*	1125_g_Pc	1906_g_Pf	1163_g_Pk	1106_g_Pv	488_g_Py	*
6	6	1	216_g_Ht	*	1305_g_Pc	1735_g_Pf	1352_g_Pk	1285_g_Pv	4720_g_Py	*
6	6	1	2180_g_Ht	143_g_Pb	3654_g_Pc	*	3738_g_Pk	3640_g_Pv	3081_g_Py	*
6	6	1	2181_g_Ht	*	2782_g_Pc	4338_g_Pf	2855_g_Pk	2758_g_Pv	1919_g_Py	*
6	6	1	218_g_Ht	*	1307_g_Pc	1733_g_Pf	1354_g_Pk	1287_g_Pv	4722_g_Py	*
6	6	1	2195_g_Ht	*	191_g_Pc	4553_g_Pf	2694_g_Pk	185_g_Pv	4369_g_Py	*
6	6	1	2209_g_Ht	*	4199_g_Pc	3930_g_Pf	4299_g_Pk	4211_g_Pv	632_g_Py	*
6	6	1	220_g_Ht	*	464_g_Pc	524_g_Pf	473_g_Pk	447_g_Pv	1660_g_Py	*
6	6	1	2210_g_Ht	*	581_g_Pc	3590_g_Pf	597_g_Pk	558_g_Pv	4284_g_Py	*
6	6	1	2221_g_Ht	*	262_g_Pc	4486_g_Pf	280_g_Pk	250_g_Pv	4436_g_Py	*
6	6	1	2237_g_Ht	*	2444_g_Pc	2437_g_Pf	2512_g_Pk	2402_g_Pv	1488_g_Py	*
6	6	1	2259_g_Ht	*	133_g_Pc	4611_g_Pf	146_g_Pk	126_g_Pv	806_g_Py	*
6	6	1	225_g_Ht	*	1228_g_Pc	1808_g_Pf	1274_g_Pk	1209_g_Pv	593_g_Py	*
6	6	1	2260_g_Ht	*	3405_g_Pc	5104_g_Pf	3485_g_Pk	3388_g_Pv	4559_g_Py	*
6	6	1	227_g_Ht	1651_g_Pb	3174_g_Pc	4815_g_Pf	3246_g_Pk	3152_g_Pv	*	*
6	6	1	2295_g_Ht	3049_g_Pb	1770_g_Pc	*	1817_g_Pk	1741_g_Pv	2503_g_Py	*
6	6	1	2343_g_Ht	*	3390_g_Pc	5088_g_Pf	3469_g_Pk	3373_g_Pv	4543_g_Py	*
6	6	1	2348_g_Ht	*	2159_g_Pc	2142_g_Pf	2212_g_Pk	2116_g_Pv	1210_g_Py	*
6	6	1	2361_g_Ht	*	2130_g_Pc	790_g_Pf	2180_g_Pk	2087_g_Pv	1181_g_Py	*
6	6	1	2362_g_Ht	*	4629_g_Pc	2784_g_Pf	4740_g_Pk	4632_g_Pv	3834_g_Py	*
6	6	1	2384_g_Ht	*	4087_g_Pc	3056_g_Pf	4179_g_Pk	4104_g_Pv	3534_g_Py	*
6	6	1	2403_g_Ht	*	3314_g_Pc	884_g_Pf	3383_g_Pk	3294_g_Pv	3251_g_Py	*
6	6	1	2413_g_Ht	*	2316_g_Pc	2303_g_Pf	2382_g_Pk	2275_g_Pv	1366_g_Py	*
6	6	1	2424_g_Ht	*	4394_g_Pc	3738_g_Pf	4504_g_Pk	4400_g_Pv	2814_g_Py	*
6	6	1	2438_g_Ht	*	1520_g_Pc	2120_g_Pf	1566_g_Pk	1497_g_Pv	3325_g_Py	*
6	6	1	245_g_Ht	3927_g_Pb	*	3800_g_Pf	4438_g_Pk	4340_g_Pv	2875_g_Py	*
6	6	1	2463_g_Ht	*	203_g_Pc	4544_g_Pf	217_g_Pk	194_g_Pv	4377_g_Py	*
6	6	1	2466_g_Ht	*	4483_g_Pc	2640_g_Pf	4595_g_Pk	4490_g_Pv	3968_g_Py	*
6	6	1	2467_g_Ht	*	4484_g_Pc	2641_g_Pf	4596_g_Pk	4491_g_Pv	3967_g_Py	*
6	6	1	246_g_Ht	*	4332_g_Pc	3799_g_Pf	4439_g_Pk	4341_g_Pv	2874_g_Py	*
6	6	1	251_g_Ht	154_g_Pb	*	4875_g_Pf	3171_g_Pk	3078_g_Pv	4201_g_Py	*
6	6	1	2524_g_Ht	*	551_g_Pc	3621_g_Pf	567_g_Pk	528_g_Pv	1578_g_Py	*
6	6	1	2532_g_Ht	*	4323_g_Pc	3808_g_Pf	4430_g_Pk	4331_g_Pv	2882_g_Py	*
6	6	1	2534_g_Ht	2188_g_Pb	420_g_Pc	*	430_g_Pk	405_g_Pv	1700_g_Py	*
6	6	1	2536_g_Ht	*	3906_g_Pc	4145_g_Pf	3986_g_Pk	3900_g_Pv	2161_g_Py	*
6	6	1	2538_g_Ht	3006_g_Pb	1684_g_Pc	1492_g_Pf	*	1657_g_Pv	2586_g_Py	*
6	6	1	2539_g_Ht	*	1683_g_Pc	1493_g_Pf	1741_g_Pk	1656_g_Pv	2587_g_Py	*
6	6	1	2543_g_Ht	*	1365_g_Pc	1677_g_Pf	1412_g_Pk	1341_g_Pv	4775_g_Py	*
6	6	1	2550_g_Ht	*	794_g_Pc	478_g_Pf	831_g_Pk	780_g_Pv	181_g_Py	*
6	6	1	255_g_Ht	*	1564_g_Pc	1607_g_Pf	1617_g_Pk	1543_g_Pv	2700_g_Py	*
6	6	1	2568_g_Ht	*	3626_g_Pc	3276_g_Pf	3709_g_Pk	3667_g_Pv	3108_g_Py	*
6	6	1	2576_g_Ht	290_g_Pb	869_g_Pc	407_g_Pf	*	849_g_Pv	248_g_Py	*
6	6	1	2607_g_Ht	*	4658_g_Pc	2810_g_Pf	4767_g_Pk	4657_g_Pv	3803_g_Py	*
6	6	1	2638_g_Ht	2082_g_Pb	1697_g_Pc	1479_g_Pf	*	1669_g_Pv	2574_g_Py	*
6	6	1	2644_g_Ht	*	384_g_Pc	599_g_Pf	392_g_Pk	374_g_Pv	1732_g_Py	*
6	6	1	2658_g_Ht	*	443_g_Pc	545_g_Pf	453_g_Pk	426_g_Pv	1681_g_Py	*
6	6	1	2660_g_Ht	*	4771_g_Pc	2918_g_Pf	4879_g_Pk	4769_g_Pv	3699_g_Py	*
6	6	1	2676_g_Ht	2995_g_Pb	3295_g_Pc	905_g_Pf	3362_g_Pk	3274_g_Pv	*	*
6	6	1	2689_g_Ht	*	3779_g_Pc	4019_g_Pf	3856_g_Pk	3775_g_Pv	2286_g_Py	*
6	6	1	2691_g_Ht	*	3940_g_Pc	4180_g_Pf	4023_g_Pk	3936_g_Pv	2127_g_Py	*
6	6	1	2694_g_Ht	*	4588_g_Pc	2746_g_Pf	4698_g_Pk	4593_g_Pv	3872_g_Py	*
6	6	1	2695_g_Ht	*	3103_g_Pc	4878_g_Pf	3168_g_Pk	3075_g_Pv	4204_g_Py	*
6	6	1	2703_g_Ht	*	4468_g_Pc	2625_g_Pf	4574_g_Pk	4473_g_Pv	3983_g_Py	*
6	6	1	270_g_Ht	6721_g_Pb	2300_g_Pc	2287_g_Pf	2365_g_Pk	*	1351_g_Py	*
6	6	1	2717_g_Ht	*	171_g_Pc	4574_g_Pf	182_g_Pk	165_g_Pv	4349_g_Py	*
6	6	1	2738_g_Ht	*	4202_g_Pc	3927_g_Pf	4302_g_Pk	4214_g_Pv	635_g_Py	*
6	6	1	2742_g_Ht	*	1186_g_Pc	1846_g_Pf	1231_g_Pk	1168_g_Pv	552_g_Py	*
6	6	1	2754_g_Ht	419_g_Pb	506_g_Pc	*	518_g_Pk	485_g_Pv	1618_g_Py	*
6	6	1	2776_g_Ht	3671_g_Pb	1964_g_Pc	91_g_Pf	2003_g_Pk	1925_g_Pv	*	*
6	6	1	2778_g_Ht	*	3259_g_Pc	940_g_Pf	3324_g_Pk	3239_g_Pv	3199_g_Py	*
6	6	1	2798_g_Ht	*	4604_g_Pc	2760_g_Pf	4715_g_Pk	4608_g_Pv	3859_g_Py	*
6	6	1	2801_g_Ht	*	110_g_Pc	4634_g_Pf	120_g_Pk	103_g_Pv	828_g_Py	*
6	6	1	2816_g_Ht	*	67_g_Pc	4675_g_Pf	75_g_Pk	62_g_Pv	869_g_Py	*
6	6	1	2834_g_Ht	4254_g_Pb	2788_g_Pc	*	2860_g_Pk	2764_g_Pv	1915_g_Py	*
6	6	1	2853_g_Ht	*	498_g_Pc	3672_g_Pf	510_g_Pk	478_g_Pv	1627_g_Py	*
6	6	1	2854_g_Ht	*	1097_g_Pc	1935_g_Pf	1132_g_Pk	1078_g_Pv	459_g_Py	*
6	6	1	2855_g_Ht	6881_g_Pb	2380_g_Pc	2366_g_Pf	*	2337_g_Pv	1427_g_Py	*
6	6	1	2868_g_Ht	*	4470_g_Pc	2627_g_Pf	4576_g_Pk	4475_g_Pv	3981_g_Py	*
6	6	1	2869_g_Ht	*	3917_g_Pc	4158_g_Pf	4002_g_Pk	3913_g_Pv	2147_g_Py	*
6	6	1	2876_g_Ht	4087_g_Pb	1208_g_Pc	1826_g_Pf	1254_g_Pk	*	574_g_Py	*
6	6	1	2918_g_Ht	*	2110_g_Pc	810_g_Pf	2157_g_Pk	2068_g_Pv	1162_g_Py	*
6	6	1	2925_g_Ht	6475_g_Pb	4178_g_Pc	3135_g_Pf	4274_g_Pk	4190_g_Pv	*	*
6	6	1	2931_g_Ht	*	4572_g_Pc	2730_g_Pf	4684_g_Pk	4578_g_Pv	3886_g_Py	*
6	6	1	2937_g_Ht	*	2543_g_Pc	1026_g_Pf	2608_g_Pk	2517_g_Pv	2362_g_Py	*
6	6	1	299_g_Ht	*	334_g_Pc	646_g_Pf	339_g_Pk	324_g_Pv	1779_g_Py	*
6	6	1	302_g_Ht	*	4244_g_Pc	3885_g_Pf	4359_g_Pk	4254_g_Pv	2316_g_Py	*
6	6	1	3033_g_Ht	*	1045_g_Pc	232_g_Pf	1078_g_Pk	1025_g_Pv	407_g_Py	*
6	6	1	3040_g_Ht	5296_g_Pb	3971_g_Pc	4215_g_Pf	*	3974_g_Pv	2090_g_Py	*
6	6	1	3047_g_Ht	*	3288_g_Pc	913_g_Pf	3353_g_Pk	3266_g_Pv	3224_g_Py	*
6	6	1	3090_g_Ht	*	4081_g_Pc	3051_g_Pf	4171_g_Pk	4098_g_Pv	3528_g_Py	*
6	6	1	3113_g_Ht	*	1418_g_Pc	1972_g_Pf	1461_g_Pk	1392_g_Pv	4825_g_Py	*
6	6	1	3139_g_Ht	2874_g_Pb	2360_g_Pc	2348_g_Pf	*	2318_g_Pv	1409_g_Py	*
6	6	1	3173_g_Ht	*	3462_g_Pc	5148_g_Pf	3539_g_Pk	3456_g_Pv	3019_g_Py	*
6	6	1	31_g_Ht	1075_g_Pb	2927_g_Pc	5062_g_Pf	3005_g_Pk	*	3363_g_Py	*
6	6	1	3200_g_Ht	2903_g_Pb	4287_g_Pc	3847_g_Pf	*	4294_g_Pv	2920_g_Py	*
6	6	1	3202_g_Ht	1279_g_Pb	2777_g_Pc	4343_g_Pf	2850_g_Pk	*	1923_g_Py	*
6	6	1	3213_g_Ht	*	2343_g_Pc	2330_g_Pf	2410_g_Pk	2302_g_Pv	1393_g_Py	*
6	6	1	3218_g_Ht	*	2503_g_Pc	2497_g_Pf	2579_g_Pk	2465_g_Pv	1546_g_Py	*
6	6	1	3260_g_Ht	*	3206_g_Pc	4785_g_Pf	3279_g_Pk	3180_g_Pv	4115_g_Py	*
6	6	1	326_g_Ht	*	1204_g_Pc	1830_g_Pf	1250_g_Pk	1187_g_Pv	570_g_Py	*
6	6	1	3288_g_Ht	*	194_g_Pc	4550_g_Pf	211_g_Pk	188_g_Pv	4371_g_Py	*
6	6	1	3293_g_Ht	*	4630_g_Pc	2785_g_Pf	4741_g_Pk	4633_g_Pv	3833_g_Py	*
6	6	1	3295_g_Ht	*	1963_g_Pc	90_g_Pf	2002_g_Pk	1924_g_Pv	1024_g_Py	*
6	6	1	3323_g_Ht	*	668_g_Pc	3507_g_Pf	687_g_Pk	641_g_Pv	128_g_Py	*
6	6	1	334_g_Ht	*	4701_g_Pc	2854_g_Pf	4813_g_Pk	4701_g_Pv	3760_g_Py	*
6	6	1	337_g_Ht	370_g_Pb	4697_g_Pc	2851_g_Pf	4807_g_Pk	4697_g_Pv	*	*
6	6	1	343_g_Ht	*	1567_g_Pc	1604_g_Pf	1621_g_Pk	1546_g_Pv	2697_g_Py	*
6	6	1	34_g_Ht	*	2931_g_Pc	5065_g_Pf	3008_g_Pk	2898_g_Pv	3366_g_Py	*
6	6	1	365_g_Ht	*	4073_g_Pc	3043_g_Pf	4164_g_Pk	4091_g_Pv	3520_g_Py	*
6	6	1	368_g_Ht	*	574_g_Pc	3598_g_Pf	589_g_Pk	551_g_Pv	4276_g_Py	*
6	6	1	369_g_Ht	*	575_g_Pc	3596_g_Pf	591_g_Pk	552_g_Pv	4278_g_Py	*
6	6	1	36_g_Ht	*	866_g_Pc	410_g_Pf	902_g_Pk	846_g_Pv	245_g_Py	*
6	6	1	376_g_Ht	*	3868_g_Pc	4108_g_Pf	3951_g_Pk	3861_g_Pv	2197_g_Py	*
6	6	1	379_g_Ht	*	4369_g_Pc	3760_g_Pf	4478_g_Pk	4380_g_Pv	2836_g_Py	*
6	6	1	387_g_Ht	*	3734_g_Pc	3975_g_Pf	3811_g_Pk	3731_g_Pv	2971_g_Py	*
6	6	1	399_g_Ht	*	1912_g_Pc	39_g_Pf	1947_g_Pk	1875_g_Pv	973_g_Py	*
6	6	1	441_g_Ht	*	1176_g_Pc	1856_g_Pf	1221_g_Pk	1159_g_Pv	543_g_Py	*
6	6	1	464_g_Ht	*	59_g_Pc	4682_g_Pf	67_g_Pk	54_g_Pv	876_g_Py	*
6	6	1	466_g_Ht	*	2473_g_Pc	2465_g_Pf	2544_g_Pk	2432_g_Pv	1514_g_Py	*
6	6	1	48_g_Ht	*	2008_g_Pc	133_g_Pf	2047_g_Pk	1967_g_Pv	1062_g_Py	*
6	6	1	492_g_Ht	*	1424_g_Pc	1979_g_Pf	1468_g_Pk	1399_g_Pv	4832_g_Py	*
6	6	1	493_g_Ht	*	2554_g_Pc	1039_g_Pf	2623_g_Pk	2529_g_Pv	2350_g_Py	*
6	6	1	497_g_Ht	*	588_g_Pc	3584_g_Pf	603_g_Pk	563_g_Pv	4290_g_Py	*
6	6	1	516_g_Ht	*	2015_g_Pc	138_g_Pf	2052_g_Pk	1972_g_Pv	1067_g_Py	*
6	6	1	536_g_Ht	*	362_g_Pc	620_g_Pf	369_g_Pk	351_g_Pv	1752_g_Py	*
6	6	1	566_g_Ht	1374_g_Pb	1211_g_Pc	*	1257_g_Pk	1193_g_Pv	577_g_Py	*
6	6	1	574_g_Ht	*	622_g_Pc	3548_g_Pf	639_g_Pk	597_g_Pv	4324_g_Py	*
6	6	1	606_g_Ht	1631_g_Pb	*	1054_g_Pf	2640_g_Pk	2545_g_Pv	2335_g_Py	*
6	6	1	611_g_Ht	*	2587_g_Pc	1072_g_Pf	2659_g_Pk	2562_g_Pv	675_g_Py	*
6	6	1	616_g_Ht	*	2310_g_Pc	2297_g_Pf	2374_g_Pk	2267_g_Pv	1359_g_Py	*
6	6	1	627_g_Ht	*	359_g_Pc	623_g_Pf	366_g_Pk	348_g_Pv	1755_g_Py	*
6	6	1	638_g_Ht	*	2555_g_Pc	1040_g_Pf	2624_g_Pk	2530_g_Pv	2349_g_Py	*
6	6	1	640_g_Ht	*	3833_g_Pc	4071_g_Pf	3912_g_Pk	3824_g_Pv	2236_g_Py	*
6	6	1	653_g_Ht	*	2789_g_Pc	4331_g_Pf	2862_g_Pk	2766_g_Pv	1913_g_Py	*
6	6	1	659_g_Ht	*	4580_g_Pc	2739_g_Pf	4692_g_Pk	4585_g_Pv	3879_g_Py	*
6	6	1	666_g_Ht	*	488_g_Pc	502_g_Pf	499_g_Pk	468_g_Pv	1638_g_Py	*
6	6	1	668_g_Ht	273_g_Pb	*	4153_g_Pf	3997_g_Pk	3909_g_Pv	2152_g_Py	*
6	6	1	694_g_Ht	*	1297_g_Pc	1744_g_Pf	1342_g_Pk	1277_g_Pv	4711_g_Py	*
6	6	1	696_g_Ht	*	1299_g_Pc	1742_g_Pf	1344_g_Pk	1279_g_Pv	4713_g_Py	*
6	6	1	697_g_Ht	*	1300_g_Pc	1741_g_Pf	1345_g_Pk	1280_g_Pv	4714_g_Py	*
6	6	1	707_g_Ht	*	4314_g_Pc	3819_g_Pf	4417_g_Pk	4321_g_Pv	2893_g_Py	*
6	6	1	710_g_Ht	*	4583_g_Pc	2742_g_Pf	4695_g_Pk	4588_g_Pv	3876_g_Py	*
6	6	1	724_g_Ht	*	78_g_Pc	4664_g_Pf	87_g_Pk	73_g_Pv	857_g_Py	*
6	6	1	734_g_Ht	*	698_g_Pc	3472_g_Pf	725_g_Pk	677_g_Pv	95_g_Py	*
6	6	1	738_g_Ht	*	4610_g_Pc	2766_g_Pf	4721_g_Pk	4614_g_Pv	3853_g_Py	*
6	6	1	747_g_Ht	*	3905_g_Pc	4144_g_Pf	3985_g_Pk	3899_g_Pv	2162_g_Py	*
6	6	1	750_g_Ht	2805_g_Pb	*	586_g_Pf	406_g_Pk	385_g_Pv	1719_g_Py	*
6	6	1	772_g_Ht	*	4679_g_Pc	2832_g_Pf	4789_g_Pk	4678_g_Pv	3781_g_Py	*
6	6	1	774_g_Ht	*	816_g_Pc	457_g_Pf	852_g_Pk	801_g_Pv	202_g_Py	*
6	6	1	818_g_Ht	4382_g_Pb	2066_g_Pc	190_g_Pf	2110_g_Pk	*	1118_g_Py	*
6	6	1	830_g_Ht	*	806_g_Pc	466_g_Pf	843_g_Pk	792_g_Pv	193_g_Py	*
6	6	1	839_g_Ht	*	1751_g_Pc	1424_g_Pf	1794_g_Pk	1722_g_Pv	2521_g_Py	*
6	6	1	85_g_Ht	*	2026_g_Pc	149_g_Pf	2064_g_Pk	1983_g_Pv	1077_g_Py	*
6	6	1	864_g_Ht	*	1294_g_Pc	1747_g_Pf	1339_g_Pk	1274_g_Pv	4708_g_Py	*
6	6	1	865_g_Ht	*	528_g_Pc	3642_g_Pf	543_g_Pk	507_g_Pv	1598_g_Py	*
6	6	1	868_g_Ht	*	2797_g_Pc	1230_g_Pf	2872_g_Pk	2773_g_Pv	1905_g_Py	*
6	6	1	870_g_Ht	*	2800_g_Pc	1233_g_Pf	2875_g_Pk	2775_g_Pv	1903_g_Py	*
6	6	1	872_g_Ht	*	3861_g_Pc	4100_g_Pf	3943_g_Pk	3853_g_Pv	2205_g_Py	*
6	6	1	879_g_Ht	*	4643_g_Pc	2797_g_Pf	4752_g_Pk	4645_g_Pv	3822_g_Py	*
6	6	1	885_g_Ht	1915_g_Pb	3804_g_Pc	4041_g_Pf	3884_g_Pk	*	2265_g_Py	*
6	6	1	88_g_Ht	*	1500_g_Pc	2102_g_Pf	1547_g_Pk	1476_g_Pv	3310_g_Py	*
6	6	1	895_g_Ht	*	4491_g_Pc	2651_g_Pf	4605_g_Pk	4499_g_Pv	3958_g_Py	*
6	6	1	896_g_Ht	*	4490_g_Pc	2650_g_Pf	4604_g_Pk	4498_g_Pv	3959_g_Py	*
6	6	1	897_g_Ht	4861_g_Pb	*	2649_g_Pf	4603_g_Pk	4497_g_Pv	3960_g_Py	*
6	6	1	8_g_Ht	945_g_Pb	1731_g_Pc	1446_g_Pf	*	1701_g_Pv	2542_g_Py	*
6	6	1	914_g_Ht	*	2080_g_Pc	205_g_Pf	2123_g_Pk	2037_g_Pv	1130_g_Py	*
6	6	1	915_g_Ht	*	1384_g_Pc	1658_g_Pf	1430_g_Pk	1359_g_Pv	4794_g_Py	*
6	6	1	91_g_Ht	482_g_Pb	*	2243_g_Pf	2318_g_Pk	2216_g_Pv	1309_g_Py	*
6	6	1	927_g_Ht	*	724_g_Pc	3446_g_Pf	752_g_Pk	702_g_Pv	70_g_Py	*
6	6	1	929_g_Ht	903_g_Pb	395_g_Pc	588_g_Pf	404_g_Pk	*	1721_g_Py	*
6	6	1	943_g_Ht	*	4325_g_Pc	3805_g_Pf	4433_g_Pk	4333_g_Pv	2880_g_Py	*
6	6	1	945_g_Ht	*	4078_g_Pc	3048_g_Pf	4168_g_Pk	4095_g_Pv	3525_g_Py	*
6	6	1	948_g_Ht	*	3272_g_Pc	927_g_Pf	3337_g_Pk	3252_g_Pv	3211_g_Py	*
6	6	1	963_g_Ht	*	1487_g_Pc	2090_g_Pf	1535_g_Pk	1464_g_Pv	3300_g_Py	*
6	6	1	980_g_Ht	*	4694_g_Pc	2848_g_Pf	4804_g_Pk	4694_g_Pv	3766_g_Py	*
6	6	1	985_g_Ht	*	3756_g_Pc	3997_g_Pf	3833_g_Pk	3752_g_Pv	2950_g_Py	*
6	6	1	988_g_Ht	*	2070_g_Pc	195_g_Pf	2113_g_Pk	2028_g_Pv	1121_g_Py	*
6	6	0.667	*	1071_g_Pb	748_g_Pc	3422_g_Pf	784_g_Pk	724_g_Pv	47_g_Py	*
6	6	0.667	*	1162_g_Pb	3800_g_Pc	4038_g_Pf	3880_g_Pk	3795_g_Pv	2268_g_Py	*
6	6	0.667	*	1238_g_Pb	1481_g_Pc	2085_g_Pf	1530_g_Pk	1459_g_Pv	3295_g_Py	*
6	6	0.667	*	1375_g_Pb	1210_g_Pc	1824_g_Pf	1256_g_Pk	1192_g_Pv	576_g_Py	*
6	6	0.667	*	1388_g_Pb	1120_g_Pc	1910_g_Pf	1159_g_Pk	1102_g_Pv	484_g_Py	*
6	6	0.667	*	1394_g_Pb	1200_g_Pc	1834_g_Pf	1245_g_Pk	1183_g_Pv	567_g_Py	*
6	6	0.667	*	1536_g_Pb	3250_g_Pc	950_g_Pf	3314_g_Pk	3230_g_Pv	3190_g_Py	*
6	6	0.667	*	1669_g_Pb	2306_g_Pc	2293_g_Pf	2371_g_Pk	2263_g_Pv	1356_g_Py	*
6	6	0.667	*	1699_g_Pb	2093_g_Pc	1120_g_Pf	2137_g_Pk	2049_g_Pv	1143_g_Py	*
6	6	0.667	*	1813_g_Pb	4056_g_Pc	3027_g_Pf	4148_g_Pk	4075_g_Pv	3505_g_Py	*
6	6	0.667	*	1814_g_Pb	4057_g_Pc	3028_g_Pf	4149_g_Pk	4076_g_Pv	3506_g_Py	*
6	6	0.667	*	1924_g_Pb	2186_g_Pc	2170_g_Pf	2243_g_Pk	2143_g_Pv	1236_g_Py	*
6	6	0.667	*	2060_g_Pb	2381_g_Pc	2367_g_Pf	2453_g_Pk	2338_g_Pv	1428_g_Py	*
6	6	0.667	*	2069_g_Pb	3581_g_Pc	3234_g_Pf	3664_g_Pk	3707_g_Pv	3146_g_Py	*
6	6	0.667	*	2228_g_Pb	3965_g_Pc	4206_g_Pf	4056_g_Pk	3964_g_Pv	2099_g_Py	*
6	6	0.667	*	2310_g_Pb	4659_g_Pc	2811_g_Pf	4768_g_Pk	4658_g_Pv	3802_g_Py	*
6	6	0.667	*	2436_g_Pb	966_g_Pc	307_g_Pf	998_g_Pk	951_g_Pv	333_g_Py	*
6	6	0.667	*	244_g_Pb	2078_g_Pc	203_g_Pf	2121_g_Pk	2035_g_Pv	1128_g_Py	*
6	6	0.667	*	2467_g_Pb	956_g_Pc	317_g_Pf	988_g_Pk	941_g_Pv	325_g_Py	*
6	6	0.667	*	2582_g_Pb	1106_g_Pc	1925_g_Pf	1142_g_Pk	1088_g_Pv	469_g_Py	*
6	6	0.667	*	2678_g_Pb	2679_g_Pc	696_g_Pf	2752_g_Pk	2652_g_Pv	763_g_Py	*
6	6	0.667	*	267_g_Pb	2234_g_Pc	2219_g_Pf	2293_g_Pk	2191_g_Pv	1286_g_Py	*
6	6	0.667	*	271_g_Pb	3256_g_Pc	943_g_Pf	3321_g_Pk	3236_g_Pv	3196_g_Py	*
6	6	0.667	*	274_g_Pb	3913_g_Pc	4152_g_Pf	3994_g_Pk	3908_g_Pv	2154_g_Py	*
6	6	0.667	*	2759_g_Pb	1968_g_Pc	95_g_Pf	2007_g_Pk	1929_g_Pv	1028_g_Py	*
6	6	0.667	*	2875_g_Pb	2359_g_Pc	2347_g_Pf	2424_g_Pk	2317_g_Pv	1408_g_Py	*
6	6	0.667	*	3030_g_Pb	2901_g_Pc	5035_g_Pf	2977_g_Pk	2869_g_Pv	2736_g_Py	*
6	6	0.667	*	3087_g_Pb	2208_g_Pc	2190_g_Pf	2267_g_Pk	2164_g_Pv	1258_g_Py	*
6	6	0.667	*	3222_g_Pb	2665_g_Pc	708_g_Pf	2740_g_Pk	2641_g_Pv	750_g_Py	*
6	6	0.667	*	3232_g_Pb	435_g_Pc	551_g_Pf	447_g_Pk	420_g_Pv	1687_g_Py	*
6	6	0.667	*	323_g_Pb	2736_g_Pc	4389_g_Pf	2801_g_Pk	2707_g_Pv	1967_g_Py	*
6	6	0.667	*	3294_g_Pb	2054_g_Pc	177_g_Pf	2096_g_Pk	2012_g_Pv	1105_g_Py	*
6	6	0.667	*	3328_g_Pb	696_g_Pc	3473_g_Pf	723_g_Pk	675_g_Pv	97_g_Py	*
6	6	0.667	*	3564_g_Pb	4465_g_Pc	2622_g_Pf	4571_g_Pk	4470_g_Pv	3986_g_Py	*
6	6	0.667	*	3565_g_Pb	4404_g_Pc	3723_g_Pf	4514_g_Pk	4411_g_Pv	937_g_Py	*
6	6	0.667	*	3568_g_Pb	908_g_Pc	365_g_Pf	946_g_Pk	890_g_Pv	285_g_Py	*
6	6	0.667	*	3645_g_Pb	2167_g_Pc	2150_g_Pf	2223_g_Pk	2124_g_Pv	1217_g_Py	*
6	6	0.667	*	3845_g_Pb	2027_g_Pc	150_g_Pf	2065_g_Pk	1984_g_Pv	1078_g_Py	*
6	6	0.667	*	3932_g_Pb	173_g_Pc	4572_g_Pf	185_g_Pk	168_g_Pv	4351_g_Py	*
6	6	0.667	*	4012_g_Pb	2478_g_Pc	2470_g_Pf	2549_g_Pk	2437_g_Pv	1519_g_Py	*
6	6	0.667	*	4158_g_Pb	823_g_Pc	451_g_Pf	857_g_Pk	807_g_Pv	208_g_Py	*
6	6	0.667	*	4207_g_Pb	2547_g_Pc	1030_g_Pf	2612_g_Pk	2521_g_Pv	2358_g_Py	*
6	6	0.667	*	4269_g_Pb	3465_g_Pc	5158_g_Pf	3542_g_Pk	3459_g_Pv	3016_g_Py	*
6	6	0.667	*	4321_g_Pb	607_g_Pc	3566_g_Pf	624_g_Pk	581_g_Pv	4309_g_Py	*
6	6	0.667	*	4964_g_Pb	1412_g_Pc	1968_g_Pf	1456_g_Pk	1388_g_Pv	4820_g_Py	*
6	6	0.667	*	5088_g_Pb	793_g_Pc	479_g_Pf	1362_g_Pk	779_g_Pv	180_g_Py	*
6	6	0.667	*	5260_g_Pb	4291_g_Pc	3841_g_Pf	4393_g_Pk	4298_g_Pv	2916_g_Py	*
6	6	0.667	*	5461_g_Pb	53_g_Pc	4688_g_Pf	60_g_Pk	49_g_Pv	883_g_Py	*
6	6	0.667	*	6292_g_Pb	4608_g_Pc	2764_g_Pf	4719_g_Pk	4612_g_Pv	3855_g_Py	*
6	6	0.667	*	6554_g_Pb	4212_g_Pc	3917_g_Pf	4315_g_Pk	4223_g_Pv	644_g_Py	*
6	6	0.667	*	6657_g_Pb	925_g_Pc	348_g_Pf	965_g_Pk	908_g_Pv	302_g_Py	*
6	6	0.667	*	6733_g_Pb	3961_g_Pc	4200_g_Pf	4050_g_Pk	3958_g_Pv	2106_g_Py	*
6	6	0.667	*	6794_g_Pb	886_g_Pc	390_g_Pf	922_g_Pk	867_g_Pv	264_g_Py	*
6	6	0.667	*	6811_g_Pb	534_g_Pc	3636_g_Pf	548_g_Pk	513_g_Pv	1592_g_Py	*
6	6	0.667	*	6849_g_Pb	390_g_Pc	593_g_Pf	398_g_Pk	379_g_Pv	1726_g_Py	*
6	6	0.667	*	7153_g_Pb	4011_g_Pc	4250_g_Pf	4107_g_Pk	4013_g_Pv	2051_g_Py	*
6	6	0.667	*	84_g_Pb	4298_g_Pc	3835_g_Pf	4399_g_Pk	4305_g_Pv	2909_g_Py	*
